"Protein Group","Top","Accession","Significance","Coverage (%)","#Peptides","#Unique","PTM","WT-30_1 Area","WT-30_2 Area","WT-30_3 Area","WT-22_1 Area","WT-22_2 Area","WT-22_3 Area","A1-30_1 Area","A1-30_2 Area","A1-30_3 Area","A1-22_1 Area","A1-22_2 Area","A1-22_3 Area","Sample Profile (Ratio)","WT-30 Area","WT-22 Area","A1-30 Area","A1-22 Area","Group Profile (Ratio)","Avg. Mass","Description"
468,TRUE,"Q99PL5|RRBP1_MOUSE",3.70,3.86,7,6,"",174121.53,216369.6,156068.16,198212.95,206711.17,176111.8,104342.71,452651.12,498007.84,782241.56,120292.805,1074209.8,0.50:0.62:0.45:0.57:0.60:0.51:0.30:1.31:1.44:2.26:0.35:3.10,182186.42,193678.64,351667.25,658914.75,0.53:0.56:1.01:1.90,172879,"Ribosome-binding protein 1 OS=Mus musculus OX=10090 GN=Rrbp1 PE=1 SV=2"
3170,TRUE,"Q9CR88|RT14_MOUSE",9.14,10.16,1,1,"",1975.4391,1996.7999,0.0,16323.748,208432.22,0.0,448307.56,146002.67,3235.1995,239668.19,445430.78,77383.23,0.02:0.02:0.00:0.12:1.57:0.00:3.39:1.10:0.02:1.81:3.36:0.58,1986.1195,112377.984,199181.81,254160.73,0.02:0.79:1.40:1.79,14920,"Small ribosomal subunit protein uS14m OS=Mus musculus OX=10090 GN=Mrps14 PE=1 SV=1"
408,TRUE,"Q791V5|MTCH2_MOUSE",8.19,49.83,14,14,"Acetylation (Protein N-term); Carbamidomethylation; Oxidation (M)",870526.1,998636.7,1035429.06,752127.44,959453.1,935990.9,835075.56,1184427.2,637562.25,760274.2,622977.6,233412.56,1.06:1.22:1.26:0.92:1.17:1.14:1.02:1.45:0.78:0.93:0.76:0.29,968197.3,882523.8,885688.4,597370.75,1.16:1.06:1.06:0.72,33499,"Mitochondrial carrier homolog 2 OS=Mus musculus OX=10090 GN=Mtch2 PE=1 SV=1"
762,TRUE,"Q7TNP2|2AAB_MOUSE",1.44,3.49,6,2,"Carbamidomethylation; Oxidation (M)",4371.172,2585.5415,36597.043,1187.8765,8210.302,2814.0405,9488.464,5513.554,1983.0073,10170.984,4698.1553,0.0,0.60:0.35:5.01:0.16:1.12:0.39:1.30:0.76:0.27:1.39:0.64:0.00,14517.919,7489.8706,6958.0264,8083.4126,1.57:0.81:0.75:0.87,65934,"Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform OS=Mus musculus OX=10090 GN=Ppp2r1b PE=1 SV=2"
264,TRUE,"Q9CPY7|AMPL_MOUSE",7.35,41.62,20,19,"Carbamidomethylation; Oxidation (M)",118268.92,73399.17,143628.23,387944.62,779133.75,359421.72,321505.16,461976.84,414263.25,3247244.0,83082.8,4905674.0,0.13:0.08:0.15:0.41:0.83:0.38:0.34:0.49:0.44:3.45:0.09:5.21,111765.445,508833.34,399248.4,2745333.5,0.12:0.54:0.42:2.92,56141,"Cytosol aminopeptidase OS=Mus musculus OX=10090 GN=Lap3 PE=1 SV=3"
125,TRUE,"P06151|LDHA_MOUSE",16.92,70.78,39,34,"Acetylation (Protein N-term); Carbamidomethylation; Oxidation (M)",1311706.8,1204794.1,3469481.2,7167794.0,1831609.9,5078336.0,891044.4,1056850.4,804047.2,2757149.8,2931342.5,4122151.0,0.48:0.44:1.28:2.64:0.67:1.87:0.33:0.39:0.30:1.01:1.08:1.52,1995327.4,4692580.0,917313.94,3270214.5,0.73:1.73:0.34:1.20,36499,"L-lactate dehydrogenase A chain OS=Mus musculus OX=10090 GN=Ldha PE=1 SV=3"
1261,TRUE,"P62814|VATB2_MOUSE",0.17,7.44,3,3,"Carbamidomethylation",104580.33,211872.62,162655.16,81749.81,138771.98,195104.3,122445.53,323938.06,43114.59,227118.0,120326.41,63949.8,0.70:1.42:1.09:0.55:0.93:1.30:0.82:2.16:0.29:1.52:0.80:0.43,159702.7,138542.03,163166.06,137131.4,1.07:0.93:1.09:0.92,56551,"V-type proton ATPase subunit B, brain isoform OS=Mus musculus OX=10090 GN=Atp6v1b2 PE=1 SV=1"
3299,TRUE,"Q8CC96|BNIP5_MOUSE",3.36,1.20,1,1,"Acetylation (Protein N-term); Oxidation (M)",3083.6753,9517.805,9047.759,4770.61,5357.612,9384.959,10896.737,11660.886,11255.592,6793.7,11653.027,2227.6147,0.39:1.19:1.14:0.60:0.67:1.18:1.37:1.46:1.41:0.85:1.46:0.28,7216.413,6504.3936,11271.071,6891.4473,0.91:0.82:1.41:0.86,72970,"Protein BNIP5 OS=Mus musculus OX=10090 GN=Bnip5 PE=2 SV=1"
858,TRUE,"P62889|RL30_MOUSE",5.82,58.26,7,7,"Carbamidomethylation",2319995.0,457650.44,482292.2,327371.34,225439.05,511820.3,261865.08,314620.6,135812.77,312336.94,304952.88,2001658.4,3.64:0.72:0.76:0.51:0.35:0.80:0.41:0.49:0.21:0.49:0.48:3.14,1086645.9,354876.9,237432.81,872982.75,1.70:0.56:0.37:1.37,12784,"Large ribosomal subunit protein eL30 OS=Mus musculus OX=10090 GN=Rpl30 PE=1 SV=2"
3195,TRUE,"P62774|MTPN_MOUSE",4.07,14.41,1,1,"",106769.87,61148.33,79820.7,64995.72,13324.3955,80791.24,102789.03,113573.91,83736.24,116170.55,110347.43,35566.883,1.32:0.76:0.99:0.80:0.17:1.00:1.27:1.41:1.04:1.44:1.37:0.44,82579.63,53037.117,100033.06,87361.62,1.02:0.66:1.24:1.08,12861,"Myotrophin OS=Mus musculus OX=10090 GN=Mtpn PE=1 SV=2"
736,TRUE,"P52503|NDUS6_MOUSE",2.95,62.93,7,7,"Carbamidomethylation",595750.8,804399.6,711284.56,527044.75,1169462.9,808816.7,871338.9,876586.75,1088708.2,774717.2,895066.75,256337.16,0.76:1.03:0.91:0.67:1.50:1.03:1.11:1.12:1.39:0.99:1.15:0.33,703811.6,835108.1,945544.6,642040.4,0.90:1.07:1.21:0.82,13020,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial OS=Mus musculus OX=10090 GN=Ndufs6 PE=1 SV=2"
745,TRUE,"Q8K3J1|NDUS8_MOUSE",0.11,26.42,7,7,"Carbamidomethylation; Oxidation (M)",1696344.2,874338.9,911254.75,639824.8,943105.44,1619459.8,836973.94,961013.4,1252212.5,1032545.9,957696.8,1126805.9,1.58:0.82:0.85:0.60:0.88:1.51:0.78:0.90:1.17:0.96:0.89:1.05,1160646.0,1067463.4,1016733.2,1045948.9,1.08:1.00:0.95:0.98,24038,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial OS=Mus musculus OX=10090 GN=Ndufs8 PE=1 SV=1"
1252,TRUE,"P84096|RHOG_MOUSE",6.15,17.80,4,3,"",54097.074,23793.816,34926.523,21361.102,59781.164,41172.273,57225.07,53813.633,50444.508,20838.078,39102.867,1355.2887,1.42:0.62:0.92:0.56:1.57:1.08:1.50:1.41:1.32:0.55:1.02:0.04,37605.805,42280.44,53827.734,27377.53,0.93:1.05:1.34:0.68,21308,"Rho-related GTP-binding protein RhoG OS=Mus musculus OX=10090 GN=Rhog PE=1 SV=1"
1031,TRUE,"Q9JIY5|HTRA2_MOUSE",26.96,10.26,4,4,"",127958.8,114514.13,119091.836,302945.6,169934.64,221509.88,166595.89,238014.98,103547.35,363042.4,464983.88,557218.7,0.52:0.47:0.48:1.23:0.69:0.90:0.68:0.97:0.42:1.48:1.89:2.27,126666.03,241093.73,205711.34,488742.66,0.48:0.91:0.77:1.84,49348,"Serine protease HTRA2, mitochondrial OS=Mus musculus OX=10090 GN=Htra2 PE=1 SV=2"
1684,FALSE,"Q9JJW6|ALRF2_MOUSE",0.37,5.05,1,1,"",14634.452,448938.3,92750.914,720667.1,24738.883,108760.16,35275.047,146143.56,1851341.8,263067.03,57492.367,152312.4,0.04:1.38:0.28:2.21:0.08:0.33:0.11:0.45:5.67:0.81:0.18:0.47,186720.0,284722.06,677586.8,159918.25,0.57:0.87:2.07:0.49,23730,"Aly/REF export factor 2 OS=Mus musculus OX=10090 GN=Alyref2 PE=1 SV=1"
2098,TRUE,"Q9Z1R2|BAG6_MOUSE",5.30,0.87,1,1,"",4880.4707,12027.858,3271.537,20589.28,9242.22,9339.785,6670.6157,11506.303,6311.505,10678.457,11658.477,0.0,0.55:1.36:0.37:2.33:1.04:1.06:0.75:1.30:0.71:1.21:1.32:0.00,6726.622,13057.095,8162.8076,11168.467,0.69:1.34:0.83:1.14,121037,"Large proline-rich protein BAG6 OS=Mus musculus OX=10090 GN=Bag6 PE=1 SV=1"
1145,FALSE,"Q8VHQ4|RB40C_MOUSE",3.55,2.14,1,1,"",0.0,0.0,0.0,0.0,51758.168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00:0.00:0.00:0.00:12.00:0.00:0.00:0.00:0.00:0.00:0.00:0.00,0.0,51758.168,0.0,0.0,0.00:4.00:0.00:0.00,31348,"Ras-related protein Rab-40C OS=Mus musculus OX=10090 GN=Rab40c PE=1 SV=1"
1727,TRUE,"Q8BTY8|SCFD2_MOUSE",22.34,0.88,1,1,"",1756.4774,2999.3389,1902.8458,1208.5634,0.0,0.0,0.0,0.0,0.0,6657.22,0.0,19405.44,0.62:1.06:0.67:0.43:0.00:0.00:0.00:0.00:0.00:2.35:0.00:6.86,2219.554,1208.5634,0.0,13031.33,0.54:0.29:0.00:3.17,74751,"Sec1 family domain-containing protein 2 OS=Mus musculus OX=10090 GN=Scfd2 PE=1 SV=1"
2727,TRUE,"O88952|LIN7C_MOUSE",6.88,8.12,1,1,"",41534.53,34709.844,65306.04,93450.77,20385.848,104443.11,3212.5925,17381.098,40985.84,38368.99,21852.658,17920.34,1.00:0.83:1.57:2.24:0.49:2.51:0.08:0.42:0.98:0.92:0.52:0.43,47183.473,72759.91,20526.51,26047.328,1.13:1.75:0.49:0.63,21834,"Protein lin-7 homolog C OS=Mus musculus OX=10090 GN=Lin7c PE=1 SV=2"
1697,TRUE,"Q8BU88|RM22_MOUSE",1.63,15.05,3,3,"",379707.75,457888.72,324617.75,166693.97,522479.44,623527.75,270477.0,341737.25,219596.45,295933.4,376800.88,293273.84,1.07:1.29:0.91:0.47:1.47:1.75:0.76:0.96:0.62:0.83:1.06:0.82,387404.75,437567.06,277270.25,322002.72,1.09:1.23:0.78:0.90,23805,"Large ribosomal subunit protein uL22m OS=Mus musculus OX=10090 GN=Mrpl22 PE=1 SV=1"
46,FALSE,"P48760|FOLC_MOUSE",8.32,1.02,1,1,"",16049.344,12587.389,0.0,0.0,6641.146,0.0,0.0,0.0,0.0,0.0,8308.744,0.0,4.42:3.47:0.00:0.00:1.83:0.00:0.00:0.00:0.00:0.00:2.29:0.00,14318.366,6641.146,0.0,8308.744,1.96:0.91:0.00:1.14,64955,"Folylpolyglutamate synthase, mitochondrial OS=Mus musculus OX=10090 GN=Fpgs PE=1 SV=3"
1360,TRUE,"Q9ESB3|HRG_MOUSE",12.06,8.38,4,4,"Carbamidomethylation",186082.98,210332.17,210345.61,123598.336,41251.062,267681.3,68056.5,125567.65,89222.305,353170.0,217792.89,528867.5,0.92:1.04:1.04:0.61:0.20:1.33:0.34:0.62:0.44:1.75:1.08:2.62,202253.6,144176.9,94282.15,366610.16,1.00:0.71:0.47:1.82,59163,"Histidine-rich glycoprotein OS=Mus musculus OX=10090 GN=Hrg PE=1 SV=2"
2511,TRUE,"Q9CPQ8|ATP5L_MOUSE",1.87,25.24,2,2,"",329086.7,190180.66,163176.0,234108.08,295895.4,261184.92,319364.25,307865.0,272016.94,347348.25,159303.55,440896.3,1.19:0.69:0.59:0.85:1.07:0.94:1.15:1.11:0.98:1.26:0.58:1.59,227481.12,263729.47,299748.72,315849.38,0.82:0.95:1.08:1.14,11425,"ATP synthase F(0) complex subunit g, mitochondrial OS=Mus musculus OX=10090 GN=Atp5mg PE=1 SV=1"
57,TRUE,"Q9DB77|QCR2_MOUSE",6.73,68.65,57,55,"Acetylation (Protein N-term); Carbamidomethylation; Oxidation (M)",1.7284502E7,4426069.5,4793367.0,3241399.2,4433583.0,3396807.2,4029637.2,2558623.0,4392817.0,3352968.5,4088789.0,4135414.0,3.45:0.88:0.96:0.65:0.88:0.68:0.80:0.51:0.88:0.67:0.82:0.83,8834646.0,3690596.5,3660359.2,3859057.2,1.76:0.74:0.73:0.77,48235,"Cytochrome b-c1 complex subunit 2, mitochondrial OS=Mus musculus OX=10090 GN=Uqcrc2 PE=1 SV=1"
2141,TRUE,"Q61818|RAI1_MOUSE",14.41,0.32,2,1,"",0.0,0.0,5328.9995,4940.88,3618.6306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00:0.00:4.60:4.27:3.13:0.00:0.00:0.00:0.00:0.00:0.00:0.00,5328.9995,4279.7554,0.0,0.0,2.22:1.78:0.00:0.00,201571,"Retinoic acid-induced protein 1 OS=Mus musculus OX=10090 GN=Rai1 PE=1 SV=3"
917,TRUE,"Q5EBG6|HSPB6_MOUSE",0.24,51.85,6,6,"Acetylation (Protein N-term); Carbamidomethylation",1208262.0,939372.3,1243734.4,1208703.8,399902.1,1548838.6,1797522.5,1685813.2,550032.7,522200.7,1562836.6,1353772.9,1.03:0.80:1.06:1.03:0.34:1.33:1.54:1.44:0.47:0.45:1.34:1.16,1130456.2,1054507.8,1344456.1,1195124.2,0.96:0.89:1.14:1.01,17521,"Heat shock protein beta-6 OS=Mus musculus OX=10090 GN=Hspb6 PE=1 SV=1"
1346,FALSE,"P35918|VGFR2_MOUSE",19.86,0.59,1,1,"Carbamidomethylation",21537.205,14505.991,37349.383,22905.191,40899.5,25789.26,68549.17,23515.387,27121.594,2004.5851,3670.5867,11545.233,0.86:0.58:1.50:0.92:1.64:1.03:2.75:0.94:1.09:0.08:0.15:0.46,24464.193,29864.65,39728.72,5740.1353,0.98:1.20:1.59:0.23,150462,"Vascular endothelial growth factor receptor 2 OS=Mus musculus OX=10090 GN=Kdr PE=1 SV=2"
708,TRUE,"O08529|CAN2_MOUSE",0.46,12.71,8,8,"Carbamidomethylation",71060.06,175400.55,76816.164,151989.14,153871.52,87180.63,69518.84,186747.25,72912.734,253765.81,233272.61,41091.3,0.54:1.34:0.59:1.16:1.17:0.66:0.53:1.42:0.56:1.94:1.78:0.31,107758.92,131013.766,109726.28,204607.0,0.78:0.95:0.79:1.48,79872,"Calpain-2 catalytic subunit OS=Mus musculus OX=10090 GN=Capn2 PE=1 SV=4"
2136,TRUE,"P84084|ARF5_MOUSE",5.69,5.56,2,1,"",201150.19,136055.0,171825.0,77993.26,411407.12,81874.22,163503.88,196218.5,180641.95,146083.06,35708.453,63684.402,1.29:0.87:1.10:0.50:2.65:0.53:1.05:1.26:1.16:0.94:0.23:0.41,169676.73,190424.88,180121.44,81825.305,1.09:1.22:1.16:0.53,20530,"ADP-ribosylation factor 5 OS=Mus musculus OX=10090 GN=Arf5 PE=1 SV=2"
1242,TRUE,"P45377|ALD2_MOUSE",9.99,5.70,4,1,"Carbamidomethylation",15466.13,20940.67,20989.842,17419.57,23306.527,11666.607,21911.254,20998.498,13364.355,7312.54,16454.77,5607.493,0.95:1.29:1.29:1.07:1.43:0.72:1.35:1.29:0.82:0.45:1.01:0.34,19132.215,17464.234,18758.035,9791.601,1.17:1.07:1.15:0.60,36121,"Aldose reductase-related protein 2 OS=Mus musculus OX=10090 GN=Akr1b8 PE=1 SV=2"
676,TRUE,"O88456|CPNS1_MOUSE",7.00,20.15,7,7,"Acetylation (Protein N-term); Carbamidomethylation; Oxidation (M)",141410.23,339384.5,186529.03,220029.08,161585.23,224964.94,176914.17,229940.06,201740.84,284547.94,257075.53,555340.4,0.57:1.37:0.75:0.89:0.65:0.91:0.71:0.93:0.81:1.15:1.04:2.24,224391.84,202193.08,202865.03,371004.34,0.90:0.81:0.81:1.48,28406,"Calpain small subunit 1 OS=Mus musculus OX=10090 GN=Capns1 PE=1 SV=2"
1,FALSE,"Q9D2G9|HIPL2_MOUSE",0.42,0.84,1,1,"",133078.23,6002.87,136467.42,4732.6475,58431.19,167645.3,7473.5376,78915.016,160480.8,92199.36,61504.92,113211.805,1.57:0.07:1.61:0.06:0.69:1.97:0.09:0.93:1.89:1.08:0.72:1.33,91849.51,76936.375,82289.78,88972.03,1.08:0.91:0.97:1.05,79998,"HHIP-like protein 2 OS=Mus musculus OX=10090 GN=Hhipl2 PE=2 SV=2"
49,TRUE,"Q6PB66|LPPRC_MOUSE",2.38,46.34,62,61,"Carbamidomethylation; Oxidation (M)",958586.9,2790928.2,2349136.0,2866727.2,952393.0,1647463.2,914676.3,1606669.2,812042.94,1502390.5,1939377.1,337795.12,0.62:1.79:1.51:1.84:0.61:1.06:0.59:1.03:0.52:0.97:1.25:0.22,2032883.8,1822194.5,1111129.5,1259854.2,1.31:1.17:0.71:0.81,156615,"Leucine-rich PPR motif-containing protein, mitochondrial OS=Mus musculus OX=10090 GN=Lrpprc PE=1 SV=2"
411,TRUE,"P45376|ALDR_MOUSE",3.16,41.14,14,14,"Acetylation (Protein N-term); Carbamidomethylation",801923.2,351249.8,743399.8,644505.3,1393481.4,685650.75,714013.9,498214.16,586617.6,1401091.1,846695.25,568483.25,1.04:0.46:0.97:0.84:1.81:0.89:0.93:0.65:0.76:1.82:1.10:0.74,632190.94,907879.1,599615.25,938756.5,0.82:1.18:0.78:1.22,35732,"Aldo-keto reductase family 1 member B1 OS=Mus musculus OX=10090 GN=Akr1b1 PE=1 SV=3"
102,FALSE,"Q9Z307|KCJ16_MOUSE",9.40,1.43,1,1,"",31778.176,21149.168,22798.912,6788.7554,24273.428,34437.13,11801.319,6007.2227,5811.7993,17971.24,13790.089,0.0,1.94:1.29:1.39:0.41:1.48:2.10:0.72:0.37:0.35:1.10:0.84:0.00,25242.086,21833.104,7873.4473,15880.664,1.43:1.23:0.44:0.90,48023,"Inward rectifier potassium channel 16 OS=Mus musculus OX=10090 GN=Kcnj16 PE=1 SV=2"
2901,TRUE,"Q924C1|XPO5_MOUSE",2.99,1.16,1,1,"Carbamidomethylation",6103.216,15561.773,4440.307,5900.798,4857.798,3811.6438,14678.891,6785.9873,15746.072,12501.225,14080.509,2061.3296,0.69:1.75:0.50:0.66:0.55:0.43:1.65:0.76:1.77:1.41:1.59:0.23,8701.766,4856.7466,12403.65,9547.6875,0.98:0.55:1.40:1.08,136973,"Exportin-5 OS=Mus musculus OX=10090 GN=Xpo5 PE=1 SV=1"
24,TRUE,"Q64521|GPDM_MOUSE",3.94,78.40,75,72,"Carbamidomethylation; Oxidation (M)",5135619.0,4121793.8,3390909.2,4355002.0,5597305.0,3397010.8,3550452.0,1944740.0,1548197.0,3183773.2,4789466.0,339887.25,1.49:1.20:0.98:1.26:1.62:0.99:1.03:0.56:0.45:0.92:1.39:0.10,4216107.0,4449772.5,2347796.5,2771042.2,1.22:1.29:0.68:0.80,80954,"Glycerol-3-phosphate dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Gpd2 PE=1 SV=2"
2653,TRUE,"Q80U56|AVL9_MOUSE",0.55,0.92,1,1,"",29628.203,23754.81,123939.055,13488.062,14509.351,83474.94,65831.89,37182.727,15027.376,59501.06,40035.91,16600.824,0.68:0.55:2.84:0.31:0.33:1.92:1.51:0.85:0.34:1.37:0.92:0.38,59107.355,37157.45,39347.332,38712.598,1.36:0.85:0.90:0.89,72186,"Late secretory pathway protein AVL9 homolog OS=Mus musculus OX=10090 GN=Avl9 PE=1 SV=2"
1027,TRUE,"P47962|RL5_MOUSE",5.02,14.14,4,4,"Oxidation (M)",308814.16,275437.34,247922.75,318561.25,353824.47,448130.47,235929.06,294144.94,212241.22,290673.66,362785.47,137423.94,1.06:0.95:0.85:1.10:1.22:1.54:0.81:1.01:0.73:1.00:1.25:0.47,277391.44,373505.38,247438.4,263627.7,0.95:1.29:0.85:0.91,34401,"Large ribosomal subunit protein uL18 OS=Mus musculus OX=10090 GN=Rpl5 PE=1 SV=3"
2108,TRUE,"O88967|YMEL1_MOUSE",7.81,1.26,2,1,"",28586.062,28525.203,43185.613,21874.879,21168.13,44446.312,20268.63,7255.4907,21113.273,17246.885,15783.466,28405.29,1.15:1.15:1.74:0.88:0.85:1.79:0.82:0.29:0.85:0.69:0.64:1.14,33432.293,29163.107,16212.465,20478.547,1.35:1.17:0.65:0.83,80028,"ATP-dependent zinc metalloprotease YME1L1 OS=Mus musculus OX=10090 GN=Yme1l1 PE=1 SV=1"
3213,TRUE,"Q8CI52|ASTRC_MOUSE",24.74,0.91,1,1,"",6617.607,0.0,12080.559,0.0,7058.224,11893.115,0.0,0.0,0.0,1327.4675,0.0,294989.03,0.24:0.00:0.43:0.00:0.25:0.43:0.00:0.00:0.00:0.05:0.00:10.60,9349.083,9475.67,0.0,148158.25,0.22:0.23:0.00:3.55,76009,"Protein Aster-C OS=Mus musculus OX=10090 GN=Gramd1c PE=1 SV=2"
992,FALSE,"P33175|KIF5A_MOUSE",0.79,1.17,1,1,"",68958.3,52610.723,53880.113,64655.535,17818.504,22032.822,36550.15,32979.465,49718.957,4925.9927,29175.605,206061.42,1.29:0.99:1.01:1.21:0.33:0.41:0.69:0.62:0.93:0.09:0.55:3.87,58483.043,34835.62,39749.523,80054.34,1.10:0.65:0.75:1.50,117019,"Kinesin heavy chain isoform 5A OS=Mus musculus OX=10090 GN=Kif5a PE=1 SV=3"
2927,TRUE,"Q03391|NMDE4_MOUSE",5.93,0.45,1,1,"Acetylation (Protein N-term)",16163.365,0.0,8255.726,11766.312,11888.121,0.0,0.0,0.0,19376.273,3856.6702,0.0,0.0,2.72:0.00:1.39:1.98:2.00:0.00:0.00:0.00:3.26:0.65:0.00:0.00,12209.545,11827.217,19376.273,3856.6702,1.03:1.00:1.64:0.33,142963,"Glutamate receptor ionotropic, NMDA 2D OS=Mus musculus OX=10090 GN=Grin2d PE=1 SV=3"
2094,TRUE,"Q9QYE6|GOGA5_MOUSE",9.91,2.19,1,1,"",21965.076,18604.125,10067.302,8654.94,8656.081,9361.335,10890.183,8700.13,8391.175,9952.068,7684.981,2505.3096,2.10:1.78:0.96:0.83:0.83:0.90:1.04:0.83:0.80:0.95:0.74:0.24,16878.834,8890.785,9327.162,6714.1196,1.61:0.85:0.89:0.64,82368,"Golgin subfamily A member 5 OS=Mus musculus OX=10090 GN=Golga5 PE=1 SV=2"
1089,TRUE,"P63030|MPC1_MOUSE",3.28,30.28,4,4,"Oxidation (M)",1379462.5,942669.94,1639212.8,849177.6,1654901.0,1336298.5,652337.25,726606.2,563716.7,1223757.5,1519124.4,135443.34,1.31:0.90:1.56:0.81:1.57:1.27:0.62:0.69:0.54:1.16:1.44:0.13,1320448.4,1280125.8,647553.44,959441.7,1.26:1.22:0.62:0.91,12455,"Mitochondrial pyruvate carrier 1 OS=Mus musculus OX=10090 GN=Mpc1 PE=1 SV=1"
3189,TRUE,"Q6P1E8|EFCB6_MOUSE",4.12,0.40,1,1,"Oxidation (M)",24269.018,27348.95,25657.229,10080.78,28553.914,28079.018,30019.828,26576.686,18580.67,35222.7,34408.805,29377.168,0.92:1.03:0.97:0.38:1.08:1.06:1.13:1.00:0.70:1.33:1.30:1.11,25758.398,22237.904,25059.06,33002.89,0.97:0.84:0.95:1.24,175771,"EF-hand calcium-binding domain-containing protein 6 OS=Mus musculus OX=10090 GN=Efcab6 PE=1 SV=2"
631,TRUE,"Q3UIU2|NDUB6_MOUSE",25.47,49.22,7,7,"Acetylation (Protein N-term); Oxidation (M)",1071298.8,776871.75,1116001.4,981289.5,1171111.2,1714946.5,545869.25,525842.94,483033.03,374541.34,645730.75,299757.5,1.32:0.96:1.38:1.21:1.45:2.12:0.67:0.65:0.60:0.46:0.80:0.37,1033956.9,1289115.8,518248.4,440009.88,1.26:1.57:0.63:0.54,15515,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6 OS=Mus musculus OX=10090 GN=Ndufb6 PE=1 SV=3"
857,TRUE,"Q9CR57|RL14_MOUSE",2.49,32.72,7,7,"Carbamidomethylation",419031.0,1199511.1,275718.1,783706.44,312216.16,381694.9,193632.36,352716.0,473595.78,1728959.2,496782.16,377307.2,0.72:2.06:0.47:1.34:0.54:0.65:0.33:0.61:0.81:2.97:0.85:0.65,631420.06,492539.16,339981.38,1101935.8,0.98:0.77:0.53:1.72,23564,"Large ribosomal subunit protein eL14 OS=Mus musculus OX=10090 GN=Rpl14 PE=1 SV=3"
1501,TRUE,"Q60972|RBBP4_MOUSE",6.60,5.65,2,2,"Carbamidomethylation",43665.68,47189.89,26797.893,66733.03,23552.957,94928.984,48221.188,57028.234,87512.086,29786.977,35492.047,23068.271,0.90:0.97:0.55:1.37:0.48:1.95:0.99:1.17:1.80:0.61:0.73:0.47,39217.82,61738.324,64253.836,29449.098,0.81:1.27:1.32:0.61,47656,"Histone-binding protein RBBP4 OS=Mus musculus OX=10090 GN=Rbbp4 PE=1 SV=5"
2432,TRUE,"Q9QY23|PKP3_MOUSE",8.97,0.88,1,1,"",24831.266,10868.15,14036.927,9937.062,18142.246,1878.4431,0.0,18953.176,12349.08,0.0,2784.595,2566.086,2.56:1.12:1.45:1.02:1.87:0.19:0.00:1.95:1.27:0.00:0.29:0.26,16578.781,9985.917,15651.128,2675.3403,1.48:0.89:1.39:0.24,87333,"Plakophilin-3 OS=Mus musculus OX=10090 GN=Pkp3 PE=1 SV=2"
227,FALSE,"Q99N48|SYTL3_MOUSE",4.29,0.99,1,1,"",9612.209,5321.2964,26949.482,4856.211,4578.823,5210.434,6815.972,21397.832,2806.1135,6808.8647,1986.3091,4623.7876,1.14:0.63:3.20:0.58:0.54:0.62:0.81:2.54:0.33:0.81:0.24:0.55,13960.996,4881.8228,10339.973,4472.9873,1.66:0.58:1.23:0.53,68568,"Synaptotagmin-like protein 3 OS=Mus musculus OX=10090 GN=Sytl3 PE=1 SV=2"
220,TRUE,"Q8JZQ2|AFG32_MOUSE",0.96,23.07,25,20,"Carbamidomethylation; Oxidation (M)",216431.88,237160.9,464128.8,402298.4,232603.03,271258.7,265152.78,184056.98,280211.25,281429.7,198102.64,684737.44,0.70:0.77:1.50:1.30:0.75:0.88:0.86:0.59:0.90:0.91:0.64:2.21,305907.2,302053.38,243140.34,388089.94,0.99:0.98:0.78:1.25,89519,"Mitochondrial inner membrane m-AAA protease component AFG3L2 OS=Mus musculus OX=10090 GN=Afg3l2 PE=1 SV=1"
65,TRUE,"Q9EQ20|MMSA_MOUSE",2.77,77.94,49,47,"Carbamidomethylation; Oxidation (M)",5908310.0,5936622.5,4422655.5,3975035.5,7176398.0,3346486.0,2100694.8,3168322.5,3334374.2,6085390.0,6076441.0,1056595.9,1.35:1.35:1.01:0.91:1.64:0.76:0.48:0.72:0.76:1.39:1.39:0.24,5422529.5,4832640.0,2867797.2,4406142.5,1.24:1.10:0.65:1.01,57916,"Methylmalonate-semialdehyde/malonate-semialdehyde dehydrogenase [acylating], mitochondrial OS=Mus musculus OX=10090 GN=Aldh6a1 PE=1 SV=1"
440,TRUE,"Q8K0E8|FIBB_MOUSE",1.66,32.64,15,14,"Carbamidomethylation",288832.12,359970.72,200804.78,461952.56,158864.02,175844.1,278907.47,339588.66,309571.22,265447.12,225675.03,1076107.9,0.84:1.04:0.58:1.34:0.46:0.51:0.81:0.98:0.90:0.77:0.65:3.12,283202.53,265553.56,309355.78,522410.0,0.82:0.77:0.90:1.51,54753,"Fibrinogen beta chain OS=Mus musculus OX=10090 GN=Fgb PE=1 SV=1"
